0,0,0,0,1.01,0,1.01,1.02,0,1.03,1.02,1.07,1.05,0,1.02,9.18,1.03,clean
0,0,0,0,1.02,0,0,2.04,0,0,1.04,1.15,2.13,1.02,1.04,1.01,2.06,clean
0,1.01,0,0,0,0,0,2.08,0,6.44,1.01,0,2.03,0,1.01,10.15,1.2,clean
0,0,2.03,0,2.02,0,0,16.75,1.02,23.66,4.04,2.39,18.65,2.02,6.07,4.05,24.14,buggy
1.01,1.01,0,0,0,0,0,2.11,1.02,13.15,2.02,0,2.08,0,2.02,9.44,2.15,clean
1.01,1.01,3.04,3.03,4.05,0,3.03,13.09,1.02,23.65,2.02,4.43,10.84,1.01,5.06,2.02,17.09,buggy
3.09,2.08,0,0,6.06,0,0,9.42,0,0,3.05,6.51,9.37,4.04,3.05,1.01,14.69,buggy
0,1.01,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,1.02,clean
1.01,1.01,2.02,0,2.03,1.02,0,6.15,0,0,0,2.31,4.12,2.03,2.02,0,6.44,buggy
0,0,1.01,0,0,0,0,1.1,0,3.08,1.05,0,1.2,0,2.06,2.1,2.34,buggy
0,0,1.01,0,0,0,0,0,1.02,23.66,1.01,0,0,0,2.02,5.06,0,clean
3.03,3.03,1.01,0,1.01,0,1.01,7.3,0,10.14,2.02,1.08,3.05,0,3.03,10.15,11.45,buggy
0,2.04,4.04,0,4.08,1.01,0,4.16,1.01,2.05,2.03,5.81,4.11,4.05,4.05,4.07,4.5,clean
0,0,0,0,0,0,0,1.07,0,14.23,1.04,0,1.04,0,1.04,4.04,1.21,clean
0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,3.05,0,clean
0,0,6.07,0,0,0,0,0,0,1.01,0,0,0,0,6.07,2.02,0,clean
1.01,1.01,1.11,0,0,0,0,0,0,0,0,0,1.01,0,1.11,1.01,1.01,clean
0,0,0,0,0,0,0,0,1.02,23.66,1.01,0,4.04,0,1.01,5.06,2.02,clean
0,0,0,0,0,0,0,1.03,0,0,0,0,1.03,0,0,1.01,1.09,clean
2.02,2.02,2.02,2.02,2.02,1.01,0,10.74,0,1.12,6.06,2.73,13.99,0,8.09,2.03,17.81,buggy
1.01,1.01,0,0,0,0,1.01,1.02,1.02,23.65,0,0,2.06,0,0,2.02,2.1,clean
0,0,1.01,0,2.02,0,0,2.02,0,0,1.01,2.11,2.07,1.01,2.02,0,2.1,clean
1.01,5.13,0,3.06,4.07,4.12,0,11.53,0,0,3.07,5.99,9.64,0,3.07,1.01,14.97,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0,0,1.01,0,0,1.02,0,0,2.02,1.03,3.07,0,2.02,4.04,3.12,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,1.01,1.08,clean
0,0,1.01,0,0,0,0,0,1.02,17.12,0,0,0,0,1.01,25.5,0,buggy
1.01,1.01,2.02,0,1.01,0,0,14.27,1.02,23.65,7.08,1.07,11.25,1.01,10.1,3.03,14.65,clean
0,0,0,0,1.01,0,0,1.01,0,1.01,0,1.14,1.02,0,0,3.05,1.06,buggy
0,1.01,0,0,0,1.01,0,0,0,0,0,0,1.01,0,0,0,1.1,clean
1.04,1.04,1.01,0,1.01,0,0,2.15,0,0,2.03,1.1,1.03,1.01,3.04,3.05,1.47,clean
0,0,0,0,0,0,0,0,0,4.24,0,0,0,0,0,0,1.01,clean
1.03,4.04,2.02,0,4.05,3.1,1.01,6.24,1.01,5.42,4.06,4.35,5.54,4.05,6.08,5.08,8.02,buggy
0,1.1,23.26,1.02,12.18,0,0,25.99,1.02,15.15,3.06,21.3,21.91,11.17,23.27,2.02,31.02,buggy
1.01,1.01,3.03,0,4.14,0,1.01,10.09,0,1.02,1.01,8.27,6.42,4.15,3.04,4.16,21.51,clean
0,0,1.01,0,0,0,0,0,0,1.01,0,0,0,0,1.01,4.06,0,clean
0,1.02,5.07,0,0,0,0,2.02,0,0,1.01,0,1.02,0,6.08,1.01,2.08,clean
0,0,0,0,1.01,0,0,1.01,0,3.16,1.01,1.05,2.03,0,1.01,8.13,1.04,clean
0,0,0,0,2.02,0,0,2.03,0,0,2.03,2.09,4.1,2.02,2.03,1.01,3.18,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,clean
0,0,0,0,0,0,0,5.12,0,0,2.02,0,5.06,0,2.02,2.02,4.53,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,clean
1.01,1.01,0,0,0,0,0,1.07,1.02,23.64,1.01,0,1.02,0,1.01,4.04,1.09,clean
0,1.02,1.01,1.01,2.03,1.02,0,3.21,1.01,1.03,2.05,2.12,3.18,2.02,2.06,2.05,3.74,clean
0,0,1.01,0,1.02,0,0,1.02,0,1.01,1.01,1.45,1.04,2.02,2.02,3.05,1.06,clean
1.01,1.01,6.06,0,1.02,0,1.01,8.26,1.02,9.2,3.05,1.17,5.17,1.02,7.09,4.04,7.9,clean
0,0,0,0,0,0,0,2.02,1.02,23.66,3.03,0,2.05,0,3.03,7.17,2.08,buggy
0,1.01,0,0,0,1.01,0,6.2,1.02,23.65,3.03,0,10.38,0,3.03,2.02,11.86,buggy
0,0,0,0,0,0,0,1.03,0,1.12,1.01,0,2.03,0,1.01,4.04,2.07,clean
0,0,0,0,0,0,0,0,0,0,1.01,0,2.04,0,1.01,1.04,0,clean
0,0,0,0,0,0,0,2.02,1.02,23.66,1.01,0,1.01,0,1.01,5.06,2.09,clean
2.04,8.36,3.04,3.06,4.06,0,0,17.21,0,7.9,1.01,6.31,11.52,0,4.05,1.01,22.75,buggy
0,1.01,3.03,0,1.01,1.01,1.01,3.05,0,0,1.01,1.07,4.09,1.01,4.04,1.01,5.21,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,1.03,0,0,0,0,0,0,0,0,0,1.11,0,1.03,1.02,0,clean
0,1.01,0,0,0,1.01,0,0,0,0,0,0,0,0,0,1.01,1.01,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,clean
0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,1.01,2.04,0,clean
3.03,1.01,7.2,0,3.04,2.02,0,3.1,1.02,15.06,1.04,3.18,3.19,3.04,8.24,24.4,3.39,clean
0,0,0,0,0,0,0,3.06,1.02,24.67,1.01,0,3.08,0,1.01,5.06,3.25,clean
0,0,1.01,0,0,0,1.01,0,1.02,8.19,0,0,0,0,1.01,2.02,0,clean
0,0,1.01,0,0,0,0,1.01,0,0,0,0,1.01,0,1.01,1.01,1.08,clean
2.02,1.01,3.03,0,1.01,0,1.01,16.54,1.02,23.66,5.05,1.16,15.48,1.01,6.06,5.06,21.39,buggy
0,2.02,0,4.04,4.04,2.02,0,4.14,0,0,3.04,12.57,7,0,3.04,1.01,7.5,buggy
0,0,0,0,1.01,0,0,1.01,1.02,23.65,1.01,1.03,1.04,1.01,1.01,3.03,1.03,clean
0,0,0,0,1.01,0,0,0,0,0,0,1.09,1.01,1.01,0,1.01,0,clean
0,0,0,0,0,0,0,0,1.02,22.65,0,0,0,0,0,5.06,0,clean
