0,3.03,2.04,0,2.09,2.02,0,3.09,1.02,1.01,3.04,2.74,4.14,2.09,2.02,2.2,4.28,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0,1.01,1.01,0,0,2.02,0,1.01,1.02,1.11,3.12,0,1.02,1.01,5.44,clean
0,0,2.06,0,0,0,0,1.01,0,0,2.02,0,5.17,0,3.08,0,6.39,buggy
0,6.14,5.09,1.03,5.11,5.12,6.09,6.22,0,0,3.05,7.42,7.42,2.03,6.09,0,8.66,clean
0,1.01,0,1.01,1.01,1.01,0,4.06,0,0,3.04,1.21,3.16,0,3.04,1.01,6.46,buggy
0,0,3.03,1.02,1.01,0,0,4.13,0,0,2.05,1.1,6.25,1.01,3.04,0,6.64,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,1.01,2.18,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,clean
0,0,0,0,0,0,0,0,0,0,1.01,0,1.01,0,1.01,0,0,buggy
0,0,0,0,0,0,0,0,1.01,0,2.02,0,1.01,0,2.02,1.03,1.01,clean
0,0,0,0,0,0,0,0,0,1.01,3.03,0,1.01,0,3.03,2.07,1.01,clean
0,1.01,0,2.03,3.06,1.01,0,3.12,0,1.01,4.07,3.77,4.35,1.02,4.07,3.04,6.99,buggy
0,3.05,4.04,1.01,3.08,3.03,1.01,6.25,0,0,3.06,3.6,3.35,3.05,4.1,0,8.13,clean
0,0,1.01,0,0,0,0,0,0,1.07,0,0,0,0,1.01,1.06,1.01,clean
0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,2.02,1.01,0,buggy
0,1.01,8.16,0,2.02,1.01,6.06,2.02,0,0,2.02,2.11,4.1,2.02,9.18,0,5.39,clean
0,5.31,6.1,7.22,10.4,7.38,0,13.36,1.01,0,11.22,23.64,16.41,6.17,12.22,2.03,20.01,buggy
0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,4.06,1.01,buggy
0,0,0,0,0,0,0,0,0,0,1.02,0,1.06,0,1.02,1.01,2.07,clean
0,1.02,1.01,0,1.01,1.02,0,1.02,0,0,0,1.07,1.01,1.01,1.01,1.01,1.08,clean
0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,1.01,1.01,1.05,clean
0,0,0,0,0,0,7.1,0,1.01,0,0,0,0,0,0,2.03,0,clean
0,0,0,0,0,0,13.13,0,0,0,0,0,0,0,0,1.01,1.02,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,clean
0,1.04,0,2.07,2.08,1.04,0,4.49,0,1.01,2.11,3.96,5.09,1.01,2.1,4.35,7.32,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,clean
0,0,0,0,1.01,0,0,3.06,0,0,2.02,1.04,4.1,0,2.02,0,4.3,clean
0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,1.01,1.01,0,clean
0,0,0,0,0,0,0,1.02,0,0,0,0,2.04,0,0,0,3.18,clean
0,3.03,4.04,1.02,5.07,2.02,1.01,7.29,0,0,3.05,6.33,8.59,3.03,6.07,1.05,10.14,clean
0,1.01,0,0,1.01,1.01,0,1.01,0,0,1.01,1.02,1.03,0,1.01,0,2.08,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,3.04,0,3.06,0,3.04,2.02,3.07,clean
0,0,12.14,1.01,1.02,0,6.06,2.05,0,0,1.01,1.55,1.12,1.01,13.15,1.01,4.39,clean
1.02,2.05,0,1.04,2.05,2.03,0,3.16,0,0,1.04,2.45,2.28,0,1.04,0,4.14,clean
0,0,0,2.02,1.02,0,0,3.07,0,0,1.01,1.11,3.25,0,1.01,2.02,4.38,clean
0,0,0,0,0,0,0,0,0,0,1.01,0,1.01,0,1.01,1.01,1.01,buggy
0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,5.08,0,clean
2.02,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,buggy
0,1.02,2.02,1.01,3.08,1.02,2.02,3.1,0,0,2.03,3.52,4.26,1.04,3.03,0,5.39,clean
0,1.01,1.01,0,1.01,1.01,0,2.02,0,2.02,1.01,1.11,2.02,1.01,2.02,4.07,3.08,clean
0,0,1.01,1.02,2.03,0,0,2.03,0,0,4.04,2.09,4.11,0,4.05,8.18,4.39,clean
0,2.03,14.16,1.01,4.04,3.05,2.02,5.14,0,0,3.04,4.43,4.22,3.03,16.2,1.05,5.34,clean
0,0,2.02,0,0,0,0,0,0,1.01,0,0,0,0,2.02,6.13,0,clean
0,0,1.01,0,0,0,0,1.02,0,0,0,0,0,0,1.01,0,1.02,clean
0,0,0,0,0,0,0,1.01,0,0,2.02,0,3.08,0,2.02,0,3.11,buggy
0,1.01,0,0,1.04,1.01,0,1.05,0,0,0,1.3,1.04,1.04,0,0,2.23,clean
0,0,2.02,0,1.02,0,0,1.02,0,0,1.01,1.09,1.03,1.02,2.03,3.07,1.06,clean
0,0,2.02,0,2.03,0,0,2.03,0,1.01,3.03,2.15,4.11,1.01,4.05,3.03,4.2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,clean
0,0,0,1.02,1.05,0,0,1.18,0,0,1.01,1.3,1.44,1.03,1.01,0,1.73,buggy
0,0,0,1.01,1.01,0,0,1.01,0,1.01,1.01,1.06,3.06,0,1.01,3.03,5.16,clean
0,2.02,2.02,0,2.03,2.02,0,2.06,0,2.02,3.03,2.77,4.13,2.03,5.05,4.11,4.26,clean
0,0,0,0,0,0,1.01,0,0,1.01,0,0,0,0,0,1.01,2.03,clean
0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,1.01,2.04,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,1.04,clean
0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,1.01,0,1.08,buggy
0,2.03,3.06,1.01,3.09,2.04,0,6.28,0,0,3.03,5.7,6.42,1.04,5.09,1.02,7.16,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,clean
0,0,0,0,0,0,0,1.03,0,0,1.04,0,2.08,0,1.04,0,2.24,clean
0,2.14,0,1.11,2.25,2.08,0,2.49,0,0,2.02,10.41,3.96,2.16,2.02,2.17,7.05,clean
0,0,4.06,4.05,4.1,0,0,11.42,0,0,6.1,4.79,13.09,4.07,9.15,1.01,14.78,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,clean
0,0,1.01,5.07,6.13,0,1.01,20.77,0,0,13.23,8.04,26.05,0,13.24,0,33.79,buggy
