4,0.004517,8.73596,0,8.1114,1,0,0.134499,4,0.198199,clean
3,0.014817,7.99162,1,8.15006,0,1,0.157613,4,0.239334,clean
4,0.024575,8.89835,0,8.12036,0,0,0.133644,4,0.18746,clean
35,0.347495,30.8847,5,8.77424,0,6,0.221639,40,0.392389,buggy
2,0.01212,2.80457,0,0.091119,0,0,0.014004,2,0.047726,clean
41,0.147577,24.4246,2,8.49732,1,3,0.158256,48,0.180572,buggy
18,0.057262,20.393,0,8.45997,1,1,0.182453,20,0.295484,buggy
2,0.007528,1.47165,0,7.91776,0,0,0.112489,2,0.140566,clean
8,0.046309,12.482,1,8.23626,0,1,0.150163,9,0.224729,buggy
6,0.019258,7.52192,1,0.180872,0,1,0.011839,6,0.001893,buggy
1,0.002797,7.18983,0,0.174975,0,0,0.01197,1,0.003184,clean
13,0.043239,17.658,0,8.32175,0,0,0.144149,16,0.178031,buggy
4,0.014835,11.8043,0,8.17852,1,0,0.133889,7,0.170366,clean
7,0.030785,11.2897,0,8.19532,0,0,0.147945,8,0.223211,clean
8,0.005436,9.64599,0,8.18241,0,0,0.157858,9,0.233287,clean
8,0.003978,7.95479,0,8.1394,0,0,0.154542,10,0.232145,clean
2,0.006098,8.22982,0,8.14431,0,0,0.154538,3,0.231997,clean
10,0.023178,17.3206,2,8.30766,0,2,0.140628,10,0.157463,clean
2,0.00703,9.22461,0,0.220489,0,0,0.014335,2,0.003725,clean
38,0.231619,26.5196,3,8.69297,4,5,0.230157,48,0.4392,buggy
10,0.014268,11.17,1,0.287591,0,1,0.023864,10,0.021942,clean
5,0.009892,8.12682,0,8.15185,0,1,0.155483,5,0.270428,clean
39,0.50624,30.0415,1,0.808926,0,6,0.079613,40,0.139015,clean
0,0.000657,1.10349,0,0.027116,0,0,0.001886,0,0.000351,clean
7,0.021094,14.8353,1,8.28236,1,3,0.151772,9,0.219943,clean
1,0,0,0,0,1,0,0,1,0,clean
1,0.014051,4.23122,0,0.102033,0,0,0.006699,1,0.000891,clean
5,0.004269,10.9152,0,8.15351,0,0,0.131131,5,0.164666,buggy
37,0.130658,30.6378,2,8.71535,1,4,0.200719,41,0.325189,clean
9,0.005591,11.4275,0,8.21821,0,0,0.15878,10,0.232254,buggy
2,0.004584,1.29357,0,0.153793,1,0,0.054678,2,0.11188,clean
2,0.024515,5.43024,0,8.03229,1,0,0.1274,2,0.185798,clean
2,0.00353,6.03322,0,0.159077,0,0,0.01377,4,0.01059,clean
7,0.085435,15.9456,0,0.447559,0,0,0.052925,9,0.12159,buggy
55,0.435971,35.3663,1,8.85653,0,4,0.220092,56,0.35532,buggy
15,0.44007,14.1223,1,0.347632,0,2,0.024691,15,0.008491,clean
4,0.003951,5.59671,0,8.07898,0,0,0.149865,5,0.23097,clean
13,0.150336,17.0375,0,8.38839,1,0,0.182856,15,0.297276,clean
3,0.001637,4.4156,0,0.124288,1,0,0.013218,4,0.023966,clean
5,0.014742,13.0232,0,8.25406,0,0,0.160592,6,0.232006,buggy
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,clean
11,0.042135,14.4323,1,0.34386,0,2,0.021916,12,0.003591,clean
0,0.02691,5.07933,0,0.120678,0,0,0.007625,0,0.001119,clean
4,0.017571,7.6133,0,0.197432,1,0,0.017007,4,0.020443,clean
8,0.107001,11.4729,1,8.23713,1,2,0.162806,8,0.288635,clean
12,0.007795,9.64335,0,8.17266,0,0,0.155266,14,0.231277,clean
7,0.040694,12.6921,0,0.323213,0,2,0.026515,8,0.029335,clean
8,0.019509,14.4405,1,8.28677,1,1,0.160556,9,0.249887,buggy
21,0.269073,23.6077,1,0.59548,0,2,0.047734,24,0.054208,buggy
3,0.003446,7.42989,0,0.175082,0,0,0.01111,3,0.005131,clean
4,0.003746,7.54777,0,0.175967,0,0,0.010458,4,0.001139,clean
4,0.024129,9.13341,0,8.13196,0,0,0.137633,5,0.20024,clean
71,0.267116,29.6783,4,0.916961,2,10,0.134308,81,0.242873,buggy
15,0.034972,11.0206,0,0.304144,0,0,0.031931,19,0.065242,clean
1,0,0,0,0,1,0,0,1,0,clean
4,0.006179,7.96737,0,0.186438,0,0,0.011202,4,0.001225,clean
1,0.004092,9.12702,0,0.212972,0,0,0.012638,1,0.001058,clean
1,0.002208,4.07501,0,0.097153,0,0,0.006219,1,0.001031,clean
1,0.002208,4.07501,0,0.097153,0,0,0.006219,1,0.001031,clean
2,0.067159,11.296,0,8.19862,0,0,0.147463,2,0.234873,clean
4,0.036478,9.07976,0,8.13654,0,0,0.138342,4,0.206874,clean
1,0.003654,5.34312,0,0.125968,0,0,0.007775,1,0.001071,clean
1,0.023211,5.18073,0,0.120784,0,0,0.007147,1,0.000587,clean
31,0.109581,30.738,3,8.7181,0,3,0.197734,37,0.317602,buggy
8,0.383893,13.7363,1,8.20884,0,1,0.131523,9,0.152763,buggy
1,0.003157,6.20089,0,0.147285,0,0,0.009281,2,0.001259,clean
4,0.00447,7.56137,1,0.176547,0,1,0.01054,5,0.001155,clean
0,0.002647,6.61333,0,0.167452,0,0,0.013148,0,0.008963,clean
5,0.013422,11.7816,0,0.280256,0,0,0.017809,6,0.003247,clean
2,0.006684,8.42439,0,0.197636,0,0,0.01196,2,0.001291,clean
1,0,0,0,0,1,0,0,1,0,clean
1,0.001224,1.70656,0,0.038262,0,0,0.001973,1,0.000033,buggy
26,0.420596,34.1638,1,8.822,0,1,0.214757,33,0.35932,buggy
3,0.003865,5.59671,0,8.07898,0,0,0.149865,4,0.23097,clean
5,0.003862,6.78585,0,8.10751,0,0,0.151707,6,0.231175,clean
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,clean
5,0.015435,10.2582,0,0.237905,0,1,0.013837,6,0.001025,clean
3,0.003697,3.00217,0,0.076534,0,0,0.006363,3,0.007519,clean
27,0.091984,27.1274,3,8.56079,0,3,0.165027,29,0.205136,clean
2,0.003357,2.07169,0,7.97221,0,0,0.13249,2,0.189692,clean
13,0.072005,21.1415,1,8.4521,0,1,0.168983,16,0.258198,clean
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,clean
30,0.06711,28.5804,2,8.64911,1,6,0.188916,32,0.29708,buggy
3,0.014428,6.78997,0,0.270163,0,1,0.054038,3,0.110716,clean
37,0.083187,29.3011,0,8.70653,2,4,0.209338,40,0.378235,buggy
10,0.012363,8.96672,0,0.242697,0,0,0.024768,11,0.051996,buggy
3,0.039263,9.16287,0,8.16642,1,0,0.152103,4,0.248182,clean
24,0.040562,20.4542,1,8.43262,0,3,0.16674,24,0.266276,clean
1,0,0,0,0,0,0,0,1,0,clean
1,0.002208,4.07501,0,0.097153,1,1,0.006219,1,0.001031,clean
2,0.00115,2.96868,0,0.066709,0,0,0.003467,2,0.000063,clean
2,0.012089,7.2605,0,0.185927,0,0,0.014991,4,0.010351,clean
3,0.007057,10.0961,1,0.241568,0,1,0.015538,3,0.002118,clean
94,0.285085,41.3943,12,9.11903,7,24,0.27896,101,0.551144,buggy
5,0.004884,10.091,0,8.14193,0,0,0.132442,5,0.170812,clean
1,0.003172,7.8386,0,0.186314,0,0,0.011757,2,0.001553,clean
24,0.17533,21.0102,0,8.39244,2,3,0.146891,26,0.213129,clean
18,0.020449,19.2089,2,8.37102,1,2,0.152694,19,0.202788,buggy
40,0.246259,30.3272,0,8.73166,1,2,0.209223,44,0.364918,buggy
9,0.037352,9.44761,0,8.14618,0,1,0.141003,9,0.209916,clean
1,0.00393,5.15795,0,0.122501,0,1,0.007713,1,0.000986,clean
5,0.012619,11.8899,0,8.21981,2,1,0.150196,6,0.233114,clean
14,0.01427,10.2923,0,8.19704,1,0,0.159054,18,0.238091,clean
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,clean
44,0.207262,26.6608,1,8.64482,0,3,0.206171,62,0.331568,buggy
4,0.049096,7.27499,0,8.12186,0,0,0.153141,6,0.231652,clean
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,clean
12,0.010598,14.9873,0,8.2857,3,0,0.152971,15,0.233905,clean
3,0.0083,8.14238,1,8.0855,1,2,0.125977,4,0.15785,clean
9,0.084221,8.91433,2,0.211619,2,2,0.01326,10,0.001446,clean
3,0.002155,7.10146,0,0.167908,0,0,0.010393,3,0.001075,buggy
14,0.021588,19.5164,4,0.470371,0,4,0.031465,22,0.010621,clean
11,0.009892,12.0518,2,0.290484,0,2,0.019364,11,0.005179,clean
1,0.002544,5.99114,0,0.161093,0,0,0.015758,3,0.029255,clean
0,0,0,0,0,1,0,0,1,0,clean
23,0.118675,20.8651,4,0.502158,0,4,0.033491,24,0.011881,clean
3,0.005117,2.35255,0,0.210663,1,0,0.071151,3,0.173258,clean
2,0.002678,3.83244,0,0.088394,0,0,0.005035,2,0.000261,clean
3,0.00068,1.5732,0,0.037167,0,0,0.002283,3,0.000177,clean
3,0.031635,12.3914,0,0.333686,0,0,0.03168,5,0.044812,buggy
1,0.006385,5.12326,0,0.124861,0,0,0.008605,2,0.002465,clean
1,0.012972,6.65039,0,8.07985,1,0,0.1389,2,0.211979,buggy
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,clean
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,clean
6,0.012385,7.49694,0,0.178442,0,0,0.011364,6,0.001891,buggy
7,0.012496,8.43242,0,8.14429,0,0,0.153579,9,0.231202,clean
20,0.135188,14.8368,1,0.367434,1,3,0.02804,24,0.030474,buggy
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,clean
13,0.231448,23.0053,0,8.50601,0,1,0.17689,15,0.267306,buggy
3,0.001941,5.52652,0,0.128104,0,0,0.007435,4,0.00052,clean
1,0.001999,3.97098,0,0.093454,1,0,0.005718,3,0.000644,clean
0,0.002208,4.07501,0,0.097153,0,0,0.006219,0,0.001031,buggy
0,0.001369,2.95593,0,0.081809,0,0,0.008135,0,0.01074,clean
5,0.014525,5.59671,0,8.07898,0,0,0.149865,5,0.23097,clean
20,0.051928,20.8131,0,8.43925,0,2,0.168737,27,0.229295,buggy
24,0.041441,21.1753,1,8.45532,1,3,0.170967,26,0.274788,clean
7,0,0,1,0,0,1,0,9,0,clean
4,0.004082,8.43242,0,8.14429,0,0,0.153579,5,0.231202,clean
2,0.007074,8.12446,0,8.09027,1,0,0.128171,3,0.169516,clean
7,0.016369,14.1927,1,0.345974,0,1,0.024246,7,0.011984,clean
27,0.063283,15.5832,1,0.375188,1,1,0.024861,30,0.006333,clean
28,0.049255,21.8696,2,8.49381,2,2,0.182267,34,0.306668,clean
